name_m,gender_m,name_f,gender_f
yoginder,male,jaswinder kaur,female
shulal gujar,male,gurpreet kaur,female
jaykumar @ sindu,male,harinder kaur,female
rajkumar bhil,male,anjli,female
gulshad,male,rema,female
deepak,male,suman,female
vishal,male,ganga,female
vishal,male,lali davi,female
vishal,male,rajni,female
vishal,male,pooja,female
vishal,male,anshiya mehta,female
amit,male,geeta,female
amit,male,renu,female
amit,male,triveni,female
amit,male,bindu,female
amit,male,suman,female
amit,male,reshma,female
amit,male,priya,female
amit,male,parul,female
rakesh gupta,male,aasha,female
surender kumar,male,khushi,female
sajan,male,afemalesana,female
kapil sahani,male,poonam,female
surender singh rathore,male,razida khatoon,female
sidarth sharma,male,asha kumari,female
vicky khan,male,sony parveen,female
suresh,male,pooja,female
amit kumar,male,puspa,female
sahajad,male,kiran,female
satyanarayan soni,male,gulshan,female
satyanarayan soni,male,vandna,female
daks,male,priya gupta,female
gulam sakhar,male,santoshi,female
sahnaz,male,jincy varghese,female
parmo kumar jain,male,shweta,female
sukhram,male,arti,female
pappu,male,reshma,female
avnish,male,ronak,female
mohd. ali,male,deepa,female
neeraj,male,femalearha,female
punit,male,naushi,female
mohd. shakir,male,leela meena,female
ram kishan,male,archana,female
bahrat panday,male,guddi,female
bhupender,male,iesha,female
ebane ali,male,rihana,female
satnam singh,male,akansha,female
rahul,male,almina,female
anoop,male,poonam soni,female
ankit,male,cosmic,female
aniket,male,pooja panwar,female
jitender,male,anju,female
dauji,male,babita,female
nanni,male,shilpi kumari,female
rahul,male,radha,female
rahisuddin,male,kishana bai,female
amit,male,sangeeta jan,female
ashish,male,bhawana,female
rishab uniyal,male,preeti,female
lakshay,male,sujata,female
lakshay,male,nirjala,female
lakshay,male,,female
lakshay,male,sanju,female
lakshay,male,smt. kamlesh,female
lakshay,male,saral,female
gurfemaleaan,male,lila,female
pavan kumar,male,pooja,female
harkesh @ binder,male,mehak,female
jitender @ jitu,male,chanda devi,female
hariom,male,poonam,female
repu marwaha,male,rabin,female
nadim,male,kamrulnisha,female
anuraj,male,sudhama,female
neeraj @ neetu,male,uma,female
mohit kumar sharma,male,armita,female
sanjay,male,soni,female
vicky,male,rakhi,female
prakash,male,vimal verma,female
goverdhan dass,male,smt.ranni,female
rajinder bhasin alias babbu,male,sapana,female
divy,male,rohini,female
,male,neha gupta,female
sanjay bhandari,male,sarita,female
ashok goswami,male,neha,female
varun @ nishu,male,rachna,female
ravi kumar,male,susri madhuri d/o jagdishchandra bhat r/o34 b panc,female
md. danish,male,renu devi,female
tilakram,male,kavita,female
surjeet singh banjara,male,komal,female
sarju,male,manisha,female
gordhan das,male,saloni,female
joginder mandal,male,manju kumari,female
virender,male,kanchan d/o kailash yadav,female
rakesh kumar meena,male,durga,female
kashiram,male,gulshafemalea,female
vijay kumar,male,pooja,female
ramchandra parsad kurmi,male,renu,female
sagar,male,imaman khatoon,female
dayal singh b,male,uma verma,female
ravi meena,male,tarannum,female
siddarth chetri,male,pooja,female
dinesh,male,aliya,female
vijay,male,pooja,female
vijay,male,lalita choudhry,female
saksham,male,pooja,female
ankit,male,smt. gayatri,female
aman,male,anita suthar,female
sant lal,male,asha,female
amit @ gajju,male,meera,female
julfemalei @ sonu,male,ku. babali,female
jagbir singh,male,pooja,female
guruvachan singh,male,sawana,female
vinod @ babloo,male,reenu,female
shanwaj,male,ms. k. satya,female
sonu,male,radha,female
gaurav@ vishal,male,savita sharma,female
ranjan singh rai,male,ramesh  dutt,female
arun mishra,male,harpreet gil,female
imran khan,male,laxmi,female
attar,male,femaleazia,female
dimpu @ ranbir,male,afemalesha,female
puran mal,male,femaleaaija,female
bimlesh,male,kirti,female
jyoti ram,male,amarin,female
sabeer,male,razia sultan,female
deepak dhanpal,male,razni,female
devi deen,male,rinki,female
satyawan,male,sabina,female
hadarali s/o abdul quam,male,musra khatoon,female
arifemale,male,sutiya,female
satyam jha,male,shabnam,female
bilal,male,nootan,female
rahul singh bisht,male,ku. anshita singh,female
bhavuk goel,male,prinka,female
nand kishor,male,sonu bhawsar,female
lokesh,male,femalearhib,female
rashid,male,jyoti,female
zahid,male,reshma,female
ajay kumar,male,kelama devi,female
nand kishor,male,saniya,female
ankit,male,anita,female
ankaj,male,jasmina,female
patras massey@ chhuttan,male,komal @ kumkum,female
manoj joshi,male,shivani,female
ramu @raju,male,shakuntla/baby,female
parmod kumar,male,shgita,female
ghanshyam,male,shorav,female
pradeep,male,santosh,female
parsanjeet sarkar,male,afemalesana,female
raghubeer singh,male,poonam,female
vikky,male,reeta,female
navneet,male,neha,female
mithu lal,male,kamlesh,female
manoj gupta,male,sita devi,female
hariom,male,lakhya dona sherppa,female
salman,male,manbharbai,female
vicky,male,diya sharma,female
golu@ bablu,male,kashish,female
vikash kasana,male,kavita,female
virender,male,ruby panwar,female
manoj kumar,male,sanju,female
asruddin,male,rekha bai,female
deepak,male,"smt. bhanwari ,nahar singh",female
sabi,male,smt. bholi devi,female
kamraan,male,hansa,female
sunil kannujiya,male,palvi sharma,female
arvind,male,killo kumari,female
dharambir,male,saroj,female
karan singh,male,anoopama,female
kali charan,male,chanda,female
durgesh pandey,male,mamta bai,female
shubham giri,male,arshi bisht,female
ajay,male,bima,female
bechan pal,male,smt. shila d/o bharulal jat,female
surender,male,priyanka,female
amkit,male,tulsi,female
mohd. lookman,male,preeti joshi,female
khurshid sidhiki,male,manisha,female
mujafemalefemalear,male,shalu,female
bhanu yadav,male,rakhi,female
rizwan,male,yogita,female
makbul,male,jyoti,female
pramod mahashay,male,radha,female
preet kumar,male,ritu,female
rahul,male,sonam kumari,female
manku ram jat,male,najma,female
virender @ vicky,male,nirmala,female
balchand,male,sudha,female
shankarlal,male,nasima,female
omprakash sharma,male,renu,female
aniket,male,muskan,female
anmol @ ankur,male,laxmi divi,female
anmol @ ankur,male,smt hasina @ buttr,female
sarvesh,male,kumari sonam,female
mahesh,male,smt doli,female
wali hadar,male,sunita,female
rahul verma,male,mamtha,female
vikram jha,male,pramila katara,female
deepak,male,lakhsmi devi,female
nathu lal sankhla,male,sultana,female
tamana,male,poonam,female
omprakash sharma,male,nidhi jaysika,female
amit,male,preeti,female
amit,male,nena,female
ramdhin gujair,male,suman,female
mahaveer,male,munni devi,female
kapil bhatia,male,priyanka,female
mustkim,male,manisha,female
suresh,male,rajni,female
bittu,male,kavita,female
sangit,male,priyanka,female
manoj kumar,male,priyanka,female
sarvash prashad,male,neetu,female
kaluram,male,sonika,female
vikas kumar,male,anjali,female
ayush,male,nirma,female
trlokchand,male,shakuntla/baby,female
sanoj kumar,male,khushbhu,female
mohd. hasan ali,male,chandni,female
manoj@monu,male,kumari rani,female
narender,male,payal,female
abhishek,male,payal kumari,female
kanwar pal,male,moni devi,female
girdhari,male,priya,female
narender singh,male,smt gunjan,female
aman kumar,male,suman shakawat,female
sanjay,male,neha,female
mohammad ali imam,male,resham talwar,female
sonu,male,aasmin,female
ramsurat,male,kanta,female
manoj,male,anita sharma,female
adesh kumar,male,mamta,female
parkash,male,yasmin banu,female
prakash,male,smt rekha,female
rajkumar,male,chanchal,female
anuj kumar,male,preeti,female
vipul gupta,male,pooja,female
rahul,male,sarita,female
akhilesh,male,bhanu sharma @ alish,female
shyam sunder,male,nancy saxena,female
akash malik,male,preeti,female
daljeet @ rahul,male,puja,female
ajay kumar,male,lovely,female
akash malik,male,laxmi,female
sidh lal,male,priyanka,female
rahul rawat,male,pinki sharma,female
manak rebari,male,suhagini,female
anurudh choudhary,male,monika,female
sahnawaz,male,minakshi,female
rajbir singh,male,reekha,female
manish,male,sanju,female
balbir singh,male,aashma,female
manish,male,sonali,female
amarjeet,male,anjali,female
mehak,male,arti,female
dd suraj kumar,male,anandi bai,female
sandeep,male,suman,female
bharat,male,dali,female
pankaj rawal,male,sheetal,female
manju,male,anjali,female
savan @ anju,male,kiran devi,female
sandeep,male,shivani@prachi,female
akash,male,smt. guddi,female
dilip,male,tabssum @ gudiya,female
arun,male,manisha rani,female
sahil ram @ vishal,male,himani @ payal,female
ravinder,male,himani @ payal,female
charan singh,male,himani @ payal,female
sonu,male,himani @ payal,female
salman,male,aansi devi,female
sanjay,male,nishu,female
aman,male,laxmi devi,female
rakesh kumar agrwal,male,reena,female
toni@punit,male,komal,female
rajan,male,varsha,female
mohd. femaleirdoesh,male,dipanshi,female
narayan rawat,male,kesha,female
sunny rathor,male,rekha,female
sohail,male,baby,female
abdul khalil,male,neha,female
chandan kumar,male,priyanka,female
sujit,male,priyanka,female
inder mahipal arya,male,priyanka,female
bittan mandal,male,neha,female
praveen kumar,male,padama bai luhar,female
chanchal,male,pushpa,female
prem kumar,male,babby,female
mohit,male,tamanna,female
sitender singh bedi,male,rubi,female
satpal,male,komal,female
mukesh,male,sapna,female
naveen seithi,male,radha bai,female
parveen,male,nirma,female
phool chand,male,sona sood,female
gaurav,male,rinki,female
kishore kumar,male,shanti devi,female
shivam,male,smt tara devi,female
nankesh,male,preeti,female
nasruddin @ dinka,male,soni,female
boby,male,poonam,female
rahul,male,pooja chauhan,female
hasim,male,manju nayak,female
ankit paswan,male,shikha,female
harishchandr,male,laxmi @ lalita,female
vicky,male,kajal,female
sudan ji,male,jay shree panchal,female
sagir,male,nisha,female
anil,male,sunita,female
sat prakash,male,sunita rani,female
raj,male,neetu yadav,female
amrit kujur,male,madhuri,female
manish kapoor,male,geeta devi,female
sapan kumar,male,naziya,female
sandeep,male,smt. monika bajaj,female
sonu,male,neeru,female
abdul salam,male,shahin,female
sangram singh @ gujjar,male,saloni,female
md.ansar,male,shivani,female
irfemalean @ sonu,male,lal baano,female
ajay,male,poonam,female
veerpal singh,male,soni,female
sanjay,male,liladevi,female
naveen kumar,male,devika goyal,female
vishnu,male,nisha,female
urendra gupta,male,kaushal,female
haider ali,male,rajni,female
bholu @ golu,male,rajni,female
sanjeev kumar,male,shalu,female
sundeep kumar,male,hemlata pathak,female
munkad ali,male,megha,female
rupendra ubas,male,aarti,female
lalan singh,male,seema,female
sohan lal,male,kiran,female
rohit,male,rajni,female
rajesh,male,rani sharma,female
rakkibhul,male,smt jaimala,female
ajeet singh,male,kumari puja,female
sanjay jain,male,devki,female
pankaj,male,smt. hanja bai,female
neki ram,male,tisha urfemale megha sen,female
pankaj,male,vaishali,female
omkar singh,male,preeti,female
lucky rana singh,male,mrs nanki,female
devid rana singh,male,komal,female
satish chander,male,dulari,female
shahnawaj @ sanu,male,soni,female
gulab @ amit,male,gayatri @ babli,female
pradeep kumar,male,kajal d/o,female
anand kumar,male,bhawana,female
mohd. aajam,male,anamika,female
suresh kumar,male,sahida laskar,female
pardeep kumar,male,ashtha,female
shiv singh,male,neha,female
bhupesh @ neetu,male,anita,female
madan lal,male,sharda,female
rahul shah,male,nirmla koli,female
babbu,male,parwati balai,female
naveen kumar,male,saroj,female
varun,male,sangeeta meena,female
parashu ram sharma,male,urmila bai,female
mahesh kumar,male,seema dangi,female
arvind,male,chand kunwar,female
sandeep,male,kumari sunita,female
brijesh,male,rupender kaur,female
rajan,male,puja,female
rajat ragahv,male,smt. kanchan,female
nand kishore,male,jyoti,female
yogender,male,rita d/o laxman,female
ashu,male,sonam,female
satvir singh,male,ikara noor,female
aditya pathak,male,dimpal,female
ajay sharma,male,rukmani devi @rupa,female
hariom,male,nagma khan,female
gaurav,male,reena,female
rajesh garg,male,chandrakala,female
raju,male,gila bai,female
nikhil tyagi,male,shilpi,female
sanjay,male,neelam,female
raju,male,pooja,female
maujim,male,renu,female
brijesh,male,sanju devi,female
shalid,male,neha,female
tara parshad,male,komal,female
atitaj singh,male,rubi,female
mahipal,male,manpreet,female
amin kumar,male,priya mishra,female
anil kumar,male,nehal kumari,female
ankit,male,suman,female
ashok,male,kavita,female
manoj kumar rajhans,male,bhawna @ sonam,female
zaheer,male,asha devi,female
babupuri,male,sushila,female
vikash kumar,male,rehana,female
bittu,male,sahana praveen,female
naveen rawat,male,durga,female
ayush negi,male,gurpreet kaur,female
madan pal,male,shamshina,female
lakhamichand,male,priyanshu,female
saizad,male,sheetal,female
geeta,male,pooja,female
dheerendra tiwari,male,anjali,female
sunil,male,archna,female
kishan kumar,male,soniya,female
rana gandhi,male,priti,female
bhag chand,male,renu joshi,female
santosh singh,male,shushma,female
dhannu,male,muskan,female
vimal,male,shashi shrada khalko,female
rukhsar,male,anita rajput,female
anuj,male,arthi,female
nitin,male,renu,female
amar kumar,male,sanju devi,female
jagdeep singh,male,monika,female
pradeep,male,krishana,female
pankaj,male,soniya,female
rajesh kumar,male,niru,female
praveen,male,sobha,female
parmood,male,rasida khan,female
aakar talwar,male,seema urafemale lalita,female
devi saran @ lala,male,leelawati,female
sagar,male,komal,female
saurabh,male,kajal,female
vinod kumar,male,sunita,female
vishnu sharma,male,jyoti shahu,female
rohtash singh,male,vijay laxmi,female
jaibir,male,smt savita devi,female
kheem singh,male,asha,female
shiv kumar @ shibhu,male,roji,female
pankaj,male,vidha baghel,female
ashwani @ ashu,male,dinesh kumari,female
bobby,male,leela kumari,female
mahammd sarfemaleroj,male,doli,female
rohit,male,aarti,female
yusufemale,male,asha devi,female
bhupendra,male,raju devi,female
laxman rao,male,sunita devi,female
banwari lal,male,sunita @ jyoti,female
ganga sagar,male,basiran,female
rehan,male,phul kumari,female
raja,male,manisha kumari,female
chandermani,male,anju devi,female
jaiparkash agawal,male,sapna,female
permeshwar parsad,male,"pooja with three child (vikash,aakash,khushi)",female
aadish,male,khushi,female
buddhi singh,male,"rakhi with two child (devraj age-3 yrs,deepak age-",female
monu,male,nitu,female
chottu,male,rakhi,female
sandeep kumar,male,beena,female
satender dass,male,anita,female
vishal,male,manju,female
lakhraj,male,pinky,female
ankush,male,jai shree,female
vipin shahu,male,rima,female
virpal,male,rima,female
,male,rima,female
nanhe,male,kumari suman,female
minder kumar,male,laltes,female
chitranjan kumar,male,babita,female
vikash,male,ankita @ mini,female
aakash,male,rinki,female
ashok kumar,male,shanti bai,female
chiranjavi,male,palak,female
shayam sunder,male,neelam,female
ram kishan,male,rinki,female
krishna,male,preeti chopra,female
rahul @ boby,male,tanya chopra,female
praveen jain,male,rashmi @ rinku,female
shahrukh,male,jyoti,female
sachin,male,anju devi,female
devender,male,jyoti,female
nand lal bansal,male,malti,female
ashishi aggarwal @ bittoo,male,priya,female
suchit jain,male,priya,female
sandeep saini,male,kavita,female
jogender,male,soni,female
dev chopra,male,mala,female
amit,male,mala,female
,male,shivani bhatnagar,female
,male,shivani bhatnagar,female
naim malik,male,champa @ hema,female
deepaak,male,neetu,female
indernath bhagat,male,kanchan,female
hira lal,male,mamta,female
mukesh,male,laxmi,female
amarjeet,male,hema,female
ashish,male,sharadhha,female
rajeev,male,gunjan devi,female
rakesh kumar,male,mosmi sekh,female
golu,male,arshla,female
vinay,male,geeta,female
amil,male,geeta,female
sunil kumar,male,kiriti,female
lokendra,male,priya,female
dharam singh,male,suman,female
